Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7,Frequência
(-267.9112115212166+231.04614301728841j),(320.98691794118633-48.58754196603203j),(547.1486273307343-27.53372327534599j),(-132.18409135533756+15.015873834874338j),(225.79175535082808+416.4282412555858j),(-121.3753889660421+437.03226493663806j),(16.422369867330513+294.94549177683155j),(441.45720260207105+33.50034247164089j),(61.87151890724236+50.69032499609501j),(-132.99899047039457+261.8127115066326j),(-762.5230760938807-240.22791097004034j),(407.7131360814269-244.2717276089889j),(-27.72834530385142+74.29743351960005j),(-268.55544051668664+26.0226950295081j),(156.35888302873312+249.40647533519066j),(26.9060114712668-171.94176443874716j),(-456.68325105433894-452.4284241467115j),(36.510619631911-41.48307487943342j),(448.6054491207085-299.7123276895942j),(109.74331673470454-121.08238291225142j),(16.80228011002892-215.98427047270354j),-9.8
(-338.6646564466673+40.15059758121072j),(-199.6491478171326-46.3646937088325j),(227.8843570662301+707.156157724085j),(80.86330738713278-215.7089555644749j),(55.621779876045196+142.31294997290934j),(114.1283991351571-16.3428097825544j),(337.38079152624255-175.1141435453667j),(443.8299048940861-27.91517243858872j),(70.81984832944002-382.6489136433562j),(143.1473971987391+234.3035247865538j),(-77.57288005724303-41.49853232677189j),(232.49114500738858-192.31673405088023j),(390.500291058412+231.03585167411896j),(136.69203299109677-189.33174307324717j),(-487.8393577497305-558.258819510864j),(152.0741645800623-127.12317858176624j),(0.45992178321294475-63.68583269033521j),(-38.33475213517719-41.965987787874795j),(163.49938377164676+174.38422305017622j),(137.31569480975145+3.387917336490853j),(-233.01058187219917-77.06029953184162j),-9.700000000000001
(-290.4215523855448-311.1534968351407j),(347.4619181455942-2.5232082720743976j),(-215.14419714806078+426.0128419938437j),(-236.5114165742858-555.1741999508404j),(-485.0504515841387+263.9231040342609j),(-2.703523887980637+189.91273336087107j),(-188.54789457867457-93.76880920705716j),(-529.8142046863951-326.8319251812641j),(271.0584512656955+8.869773814136106j),(170.63715711749137+85.01907701203697j),(-611.040626635591+479.5942894945227j),(-253.86227577983084-306.69839415572204j),(-697.4253260633643+775.34139820011j),(-428.42854570266485+103.916233754973j),(-13.55525346806817+273.37169921497286j),(312.64425338850174-227.64311320382365j),(-616.852744173771-479.6010671407683j),(-15.909060700989556+100.3999413700447j),(88.10670138350852-365.81444433757565j),(-133.52896364710855+283.5070572768932j),(-178.85524771196293-288.21472331126466j),-9.600000000000001
(-57.596895238185645+223.8126611282405j),(206.20525708977118-459.21976889824884j),(541.0635022938557+129.46743499989762j),(150.9908028180334+80.46426577577367j),(329.85088250235606+219.3097490515696j),(74.30748986579476+176.64210602500253j),(514.0967013584185+350.22513612795046j),(-98.97679388311576+236.45452273533346j),(-21.084822681393604+126.59132439919614j),(-177.88133414882333+65.09049384490233j),(-835.4043839220396+238.18379618270419j),(59.58443516772326+280.17796930643954j),(-353.9014774581189-70.47714304786587j),(-148.46761467015594-152.45309248648766j),(68.52876616065697+278.7449098115202j),(-294.6620300997995+132.79673436121504j),(-452.7968488079197-160.63257880828857j),(534.7892469249988+679.3954537504628j),(50.45206990088428+206.56935415532297j),(-152.7121662290579+227.3290556910552j),(8.502745268681275-14.317645352631615j),-9.5
(-601.0678929931414+489.75407792062845j),(319.416108350975+83.58290756447616j),(27.18544080869416-167.1680819349043j),(3.653439320017795+455.076347465034j),(-166.63004068679595+539.0247629096336j),(123.4368624895028+141.23649543057408j),(113.02415486764595+164.1924677222412j),(460.1219689031077+34.681969237238015j),(86.6073953314211+57.34946682302693j),(285.8918269134132+427.49917758934566j),(-405.1361377451598-746.8170773773919j),(60.61158641559412+141.60092946999458j),(-386.01555900975745+196.23033212837458j),(-289.5251500126126-34.68085518914271j),(295.0761226884711+48.225768579101484j),(214.44640348595348-641.5620077461782j),(-37.87119019201459+25.951151664122417j),(92.05279578211307+49.61347788459998j),(102.19629093145353-152.22527802592396j),(256.81908850523104-157.27651356881302j),(102.976837388841-679.8905919031704j),-9.4
(-100.38509860730888+660.3799021641729j),(-86.68739345891863+146.5743816361124j),(-306.06254618966454+432.66800930520867j),(101.6119481499999-132.18487133837982j),(181.35290452939722+312.7809689009068j),(32.08932354447198-164.77397972837736j),(184.77720723569428+158.68998012190576j),(65.85877921666389+872.0792559268841j),(68.81860525613891+126.6770842693584j),(341.693985477805+63.7465730436428j),(513.9964866884093+18.469304699721484j),(324.2932262354695+213.2697186466381j),(820.0802856254959+521.0787829837054j),(208.8833085439501-38.414287635339335j),(-15.544634414643307-145.43852721406836j),(116.20343389827414-38.710620751089635j),(-370.23026626969346-415.12851641555227j),(108.02041574502866-567.2917859321535j),(189.16479906861488-117.23142765599633j),(-46.76127773727042-396.0244158802559j),(-426.6647573742082-364.09333502571906j),-9.3
(421.64513174127177+20.836852644481922j),(64.80318081062165+167.69156740984573j),(31.48656676198018+3.4726392754986737j),(187.949547900786+4.731768265314438j),(-218.59565865129426+337.65949589263454j),(512.0146690276305+232.4503915091912j),(-283.3825133411193+78.12260843560388j),(-213.67143317928742+494.5171759876348j),(-130.994444534784+155.93969518257651j),(-178.50423506707145+186.65464112285196j),(-0.9997724834918298+280.74023310128933j),(324.99467331527904-443.2897931155427j),(-501.9338458828387-301.88214813393284j),(-414.426573135002-161.30953660559325j),(148.49749622093012+96.97976418385628j),(1.4326510426609653+54.89723146779788j),(-304.4941360499661-67.43871829534149j),(-148.3808808070724-474.07203892544817j),(338.01218855409275+72.68272470327167j),(178.55396406024343+356.6026406799085j),(-354.2931414540684-490.2496053450343j),-9.200000000000001
(-253.85013615304624-292.4979171572082j),(-212.073916700136+270.136146071888j),(175.29824925440863-632.477913248835j),(91.04039181454849+12.693958765210043j),(-144.17517568692404+524.7885760177835j),(196.01291543955966-388.41170220972333j),(204.10170010157685+157.14676480051398j),(-442.23030306145887+58.0648165908057j),(-620.2821699071756-172.5002113718267j),(89.30954435679347+626.9651533099452j),(-126.0976775997585-75.81703129607614j),(-464.8795495711483-417.7758095079106j),(271.17391189600335+479.77008120790845j),(-39.096125165239755-141.83268383889458j),(-28.626886189456656+9.805719785333721j),(-3.503333483250077-250.3134336647214j),(29.702520543612025-35.99933041979132j),(504.34871307959986+256.3113653146519j),(-24.238312945076206-76.2520319559685j),(224.2076161820496-140.39957957790358j),(131.21602148461852+104.632339641646j),-9.1
(34.04698084804101-247.72757993461548j),(-136.14429155686213+408.2084611645513j),(-308.68496631764754+407.88828592294027j),(29.022466064793342-49.558488865049284j),(-42.647722240788696+40.19201181457426j),(101.93489330278533+605.7899974106938j),(-417.36262273546765-380.9238790435565j),(-885.3427619591441-271.9382251394968j),(271.6457926199488-367.7485078945089j),(-122.75285898747136+89.5386059658384j),(-560.8026134347372+302.3755812152767j),(-87.04744900941147+5.070729826123179j),(-96.17614470855526-170.16768360685455j),(-135.45326271652118+93.8552138435802j),(-37.75732309593415+276.2902653603055j),(203.32592240082005+174.70363537119454j),(-268.9573363093649-108.40952966616763j),(-975.1755733213747+87.3265722076548j),(-174.2526740471853-49.830326262210264j),(46.313753775059496+322.38433838166804j),(171.5580933668344-108.63132342683474j),-9.0
(-294.9496440014566+22.115269129918193j),(188.37770557271782-189.31187286580257j),(511.1799765726189+232.49944419462764j),(415.86766673894124+248.1263923955401j),(279.9380915187899+631.8795160970099j),(-96.25725347409815+251.98267767941826j),(97.9063310280363+123.71316334572043j),(80.81469871442019-55.69061234519994j),(-236.21903670912297+17.651335580743492j),(112.7801524644203+44.323582994685495j),(-121.55197457284439-253.1999136539529j),(-416.6300116403671+338.37941471536067j),(-590.8100323577031-181.21243508283067j),(-18.95684446815901-51.31163111967464j),(-54.11977344070192-94.87338202160167j),(-107.27804072594513+45.08744946494175j),(139.7542374414969-140.60752718489286j),(-210.76415152664686+785.1756742988848j),(-1.5072192621873595-130.8613139553911j),(608.639212221206+440.81962909971276j),(-185.14678772693054+187.96309138642465j),-8.9
(776.2052368797962+95.51442921410691j),(291.8728757914084-177.91954201404818j),(1049.6948823150544+294.1700313097761j),(-101.12198848934779-86.00110960046771j),(-301.73987885604106+413.5757528815875j),(200.06413790699952+504.0983262810571j),(-321.78071541473497+231.64001817013747j),(15.43052591269859-63.359289092223996j),(-133.58708405382703-385.3525425179697j),(54.448613107276415+82.69007837482022j),(-701.3688454922549+167.45171576551977j),(355.0880997512185-34.262238620577165j),(540.4407082197661-667.5485332588416j),(-450.6298885782946+33.24277504213208j),(-324.67720911762916+163.73250188789427j),(26.450680020562764+41.18469643169469j),(324.73273298676077-125.74702115077417j),(-70.161263098093-118.7037174731329j),(-156.75157491999744+133.7407486939713j),(18.134256410889037-3.207266606009422j),(408.40464286458524+174.73715049652446j),-8.8
(-26.74833397255699+506.37940539317003j),(-201.3558915744945-10.597869056643283j),(-64.23752577341224+124.27759283949192j),(-88.1911680816979-187.89028741263644j),(105.40982738440651+593.1667395036975j),(-182.0126841341879-59.977776824013276j),(-201.2063801883608-268.905947738078j),(-560.0438114036044-162.313345651038j),(-89.9940476445198+244.81671682859917j),(9.88522215349387+71.34559174075508j),(332.3991601557609+843.8944652491582j),(92.19647842417807-271.2487439292713j),(-325.73116552293556+651.0718015244797j),(-124.53160132621237-12.460124317163192j),(-14.591812499960321+268.25022104065715j),(74.4360640706962-377.00866066910015j),(275.41110712063403+105.0382893747085j),(76.1957626341571-88.01140229142888j),(160.95812480610078-35.86705976411252j),(-3.8655954338729375+109.4110615878269j),(-463.52362815746136-0.28105085814486497j),-8.700000000000001
(-75.09182943313029+252.74388365119708j),(-197.34670102140808-125.79112750103032j),(-136.47902783914353+94.76896595312076j),(-25.142783989539826+139.29598280730025j),(-136.3410828647373+633.0346015179791j),(-97.22307192233413+423.69313375815364j),(-125.65554499932756-124.63970636135764j),(129.463972046182-180.81912610283888j),(-99.92328290208471-238.71700712549818j),(129.21074186867529-134.49815094592077j),(-51.39989519404126+32.84716995210027j),(-55.10396304129209-222.3445576345847j),(859.7597059687291+341.1808173829093j),(82.755022657794+289.3704789128942j),(141.27271341223906-20.87722973594756j),(-383.2105848918252+161.86350204862157j),(-179.20977930759258-500.7322616799336j),(-116.79027909696009+133.21004141255398j),(406.3975408853655-220.36675379383215j),(49.931490601618655-16.51650660422699j),(240.47050813122655+169.35361297987225j),-8.6
(433.2124281607106+31.202977173882j),(2.5681193172632835-81.22383740847653j),(-615.8312986072812-8.164697282883331j),(-409.95903509089743-175.6385452252935j),(65.54716019520305+328.21876659012116j),(-261.60942668150454+126.15838757643084j),(10.636279511761787+14.315074100006186j),(494.32342246201415-507.3647355421748j),(-261.47287548164456+6.633044303591906j),(-143.84340566021814+205.04267684639478j),(-192.87088652352966+128.55574657406595j),(-11.90735193590945+259.147810666579j),(179.8441744247508+413.351332328741j),(-15.722063845047684+151.39738233098683j),(-53.77040541076374-116.03472353745443j),(-5.801704917466019-359.10023278603376j),(-439.24044776263446-11.757589267236071j),(-33.0174599035986+127.8654528298354j),(385.00562418467916-360.1576057748324j),(-52.19756373394379-187.32244241725596j),(596.9224693186727-847.2452178011611j),-8.5
(-355.93241957388636+112.88430169663597j),(278.58318075640057-127.30695212551495j),(-485.6983670725873-96.67103291720768j),(281.14712308639656-35.42998925558899j),(111.89291418770028+520.2505815117179j),(-4.403477820844518+143.78068910432884j),(-458.2104200631276-231.96611038872354j),(-1064.7926492116453+448.43044214446485j),(-41.39833851160849+215.85752510778644j),(80.40737799682955+57.72054069095811j),(-127.83975743245381+610.5197534199156j),(275.03905158409646-457.6472221055386j),(-467.76257331090056+23.41744002331009j),(-78.99041459425811+89.96291201109443j),(-516.962023535226-81.25375247747274j),(241.65361209923452-130.40373767890776j),(-320.8622201667132-195.87252917468643j),(-554.4647972996804-490.8376773430149j),(221.84853089231046-95.35507674947023j),(-260.7118195286841-56.72672651228828j),(-27.62155849136801-104.24858455444121j),-8.4
(32.764826758774404+217.3541904168012j),(206.23523124495938+94.04624407628975j),(469.2725826591204-259.5140710324996j),(-168.5217644076449+42.686318883990694j),(-117.71478661860428+139.35324129294514j),(-190.20117415669128-27.7417253120322j),(363.3569587606431+107.34943725031273j),(-120.04312333347933-271.8659322048244j),(78.40727563801146-14.337932104321492j),(-84.37567003371726+110.57867765585722j),(-223.20396364005924-11.187432124724914j),(-553.0955857519428-245.390363299616j),(304.5987513561413-364.8810733249853j),(-269.411117218815+424.07359166298414j),(94.23216099243504+132.5420880309679j),(199.49791597704706-198.6141674906978j),(-126.02328092989025-312.24524346292617j),(158.56244616830588-127.1304637178099j),(-81.73687303159859-25.535727613436016j),(-154.63927177481753+44.648228307510756j),(-360.1012986108303-251.95470249555385j),-8.3
(179.3379687449436+187.222256206812j),(-108.1289311443974+447.54001222508407j),(-324.1299747485525+101.64334680137965j),(75.61331339471388-126.35512880131589j),(-197.0699395315492+539.8621646502289j),(-236.6062022074413-59.758055437890086j),(125.53070003837945-128.15797401177667j),(609.0035713132297+275.21833895671955j),(249.76632226071786+4.398580253636512j),(-173.04064895138828+13.276919755644991j),(-527.8204069212172-35.96358530294938j),(-415.42251923449294-210.98149065916402j),(-782.0730567119715+126.3845871346499j),(55.119958257425665-125.17761276855691j),(-264.7764665849084-333.9388529013795j),(618.8103976108591+424.6643708086148j),(-520.6179381922285-51.68910350041242j),(610.5400344779475-175.22516674833525j),(146.8829194656784+385.5652375874562j),(335.9052058137104-29.472033939784986j),(-398.2742302666827-21.318070950436635j),-8.200000000000001
(-7.614015223493033-556.2176836754809j),(447.2785579808498+123.04591113648472j),(-561.1250090415658+14.461055392816696j),(-62.817204830515195-11.998865642543665j),(-37.7755446425788+755.3183051734832j),(130.9446610610312-5.757824546280059j),(-388.28021399636873+99.43884017502947j),(336.38639428345846+50.58301064375589j),(-703.456663969484+268.2896564571448j),(-424.90258988187173+616.4368945416444j),(236.83452055840573+69.01946130640371j),(-73.90444262775372+151.88152359400277j),(-250.23235660596777-516.167440340981j),(273.6305030112743+337.46182781642074j),(54.08804669651177+164.54526474515376j),(141.8494445009684-95.43845506366814j),(-138.0296432787535+138.964416228378j),(-245.85040681364558+381.3530045013761j),(418.0545206134686-41.44145941481733j),(-202.20365763778995+72.69413560326035j),(11.188151750077074-190.11839601244327j),-8.1
